City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,sienna plantation,29.4861,-95.508,289.27,75,100,2.57,US,1733009470
366,lubbock,33.6001,-101.8338,286.29,24,75,2.57,US,1733009471
367,vernon,50.2581,-119.2691,276.73,75,100,2.68,CA,1733009402
368,phan thiet,10.9333,108.1,296.79,83,100,1.07,VN,1733009201
369,labasa,-16.4167,179.3833,299.32,84,100,3.29,FJ,1733009474
370,kunming,25.0389,102.7183,280.11,93,75,6.0,CN,1733009475
371,kununurra,-15.7667,128.7333,304.14,70,77,3.09,AU,1733009477
372,luanda,-8.8368,13.2343,299.15,83,75,2.57,AO,1733009247
373,lappeenranta,61.0587,28.1887,278.18,87,100,5.66,FI,1733009479
374,san luis de la loma,17.2706,-100.8939,299.39,80,13,2.88,MX,1733009480
375,midvagur,62.0511,-7.1939,283.61,93,100,6.69,FO,1733009481
376,eilat,29.5581,34.9482,287.06,51,0,5.14,IL,1733009483
377,villa la venta,18.1,-94.05,296.33,90,41,4.29,MX,1733009484
378,vila velha,-20.3297,-40.2925,299.12,94,100,1.79,BR,1733009294
379,kayyerkan,69.3786,87.7439,263.52,66,100,8.86,RU,1733009488
380,dalbandin,28.8947,64.4101,289.67,44,70,4.0,PK,1733009490
381,tolanaro,-25.0319,46.9987,294.19,88,40,2.06,MG,1733009491
382,harstad,68.799,16.5293,271.01,95,100,5.36,NO,1733009493
383,ghadamis,30.1337,9.5007,286.92,42,100,2.71,LY,1733009494
384,tamandare,-8.7597,-35.1047,297.29,76,72,3.94,BR,1733009495
385,nagqu,31.5,92.0,264.15,46,38,1.27,CN,1733009496
386,champerico,14.3,-91.9167,299.36,69,4,1.86,GT,1733009497
387,virar,19.4667,72.8,294.16,44,40,2.13,IN,1733009498
388,crane,31.3974,-102.3501,286.84,34,100,1.85,US,1733009499
389,kolda,12.8833,-14.95,293.32,94,0,0.0,SN,1733009500
390,mount pearl,47.5166,-52.7813,276.66,96,100,3.09,CA,1733009502
391,tocopilla,-22.092,-70.1979,292.55,80,71,3.63,CL,1733009503
392,obo,5.3998,26.4869,293.43,43,62,1.48,CF,1733009504
393,vorkuta,67.5,64.0,264.67,95,100,4.46,RU,1733009505
394,nantucket,41.2835,-70.0995,277.21,45,75,7.2,US,1733009506
395,kangaba,11.9333,-8.4167,293.49,25,0,2.45,ML,1733009507
396,tuy hoa,13.0833,109.3,295.25,87,100,1.11,VN,1733009510
397,kemi,65.8596,24.8228,268.02,93,100,2.57,FI,1733009511
398,ke-macina,13.9623,-5.3572,295.17,16,32,3.78,ML,1733009512
399,abepura,-2.6333,140.5833,301.6,79,20,1.54,ID,1733009513
400,izki,22.9333,57.7667,292.93,64,0,0.34,OM,1733009514
401,lae,-6.7221,146.9847,301.66,62,100,1.46,PG,1733009515
402,nizhnesortymskiy,62.4397,71.7603,265.26,94,98,6.94,RU,1733009517
403,sal rei,16.1833,-22.9167,298.37,74,8,6.22,CV,1733009518
404,mitu,1.1983,-70.1733,297.03,93,67,0.82,CO,1733009520
405,antofagasta,-23.65,-70.4,290.75,85,52,3.25,CL,1733009401
406,nouadhibou,20.931,-17.0347,295.14,49,48,4.12,MR,1733009522
407,kingsbridge,50.2845,-3.7764,286.27,93,100,8.53,GB,1733009523
408,sandakan,5.8402,118.1179,297.97,94,20,2.68,MY,1733009524
409,labytnangi,66.6572,66.4183,263.44,87,100,4.16,RU,1733009525
410,johi,26.6921,67.6133,293.91,33,0,0.24,PK,1733009527
411,dawei,14.0833,98.2,293.17,73,94,2.15,MM,1733009528
412,poronaysk,49.2167,143.1167,271.47,76,17,4.21,RU,1733009530
413,polyarnyy,69.1989,33.4478,265.88,87,88,8.19,RU,1733009531
414,mogadishu,2.0371,45.3438,299.31,78,55,7.08,SO,1733009534
415,olavarria,-36.8927,-60.3225,294.96,40,26,3.97,AR,1733009304
416,giyani,-23.3025,30.7187,293.0,54,0,0.92,ZA,1733009536
417,fisterra,42.9049,-9.2629,289.28,93,100,8.55,ES,1733009537
418,la'ie,21.6477,-157.9253,302.07,63,28,3.66,US,1733009538
419,bardai,11.65,7.2333,291.26,28,77,4.0,NG,1733009539
420,komarichi,52.4151,34.7905,269.01,98,81,2.03,RU,1733009540
421,bagepalli,13.7847,77.7931,293.54,95,100,3.22,IN,1733009542
422,mugia,43.1041,-9.2179,289.3,92,100,8.05,ES,1733009543
423,jawf al maqbabah,13.8378,45.8349,293.41,69,10,0.72,YE,1733009544
424,sao joao da barra,-21.6403,-41.0511,297.5,91,100,4.73,BR,1733009317
425,brisas de zicatela,15.8369,-97.0419,298.56,65,1,0.83,MX,1733009546
426,cooper's town,26.8667,-77.5167,294.98,82,100,9.8,BS,1733009547
427,mao,39.8885,4.2658,285.46,87,20,0.51,ES,1733009548
428,ust'-kut,56.7938,105.7672,242.22,100,100,0.77,RU,1733009549
429,mairi,-11.7114,-40.1489,299.28,52,91,6.58,BR,1733009551
430,babayevo,59.3936,35.9371,274.8,98,100,5.24,RU,1733009552
431,sungjibaegam,41.2428,128.7989,265.37,38,53,0.89,KP,1733009553
432,kassala,15.451,36.4,296.68,62,2,3.09,SD,1733009554
433,dubbo,-32.25,148.6167,298.22,73,75,5.14,AU,1733009555
434,cabadbaran,9.1236,125.5344,300.41,84,99,2.12,PH,1733009556
435,ciudad lazaro cardenas,17.9583,-102.2,300.01,75,0,4.28,MX,1733009557
436,arkhangel'sk,64.5401,40.5433,267.21,93,20,3.0,RU,1733009559
437,labrador city,52.9463,-66.9114,267.69,88,100,7.2,CA,1733009560
438,maceio,-9.6658,-35.7353,297.84,83,20,2.57,BR,1733009322
439,afaahiti,-17.75,-149.2833,299.25,78,59,3.16,PF,1733009562
440,nezhinka,51.7676,55.3694,272.24,86,100,3.0,RU,1733009563
441,vilhena,-12.7406,-60.1458,297.27,83,75,2.06,BR,1733009564
442,kaliua,-5.0606,31.7936,291.23,97,100,1.31,TZ,1733009565
443,essaouira,31.5125,-9.77,291.87,34,64,2.06,MA,1733009566
444,wustenrot,49.0808,9.4606,271.64,89,11,1.59,DE,1733009568
445,rosetta,31.4044,30.4164,289.1,75,12,1.88,EG,1733009569
446,mildura,-34.2,142.15,294.3,71,44,6.46,AU,1733009505
447,palopo,-2.9996,120.1921,298.12,94,100,0.55,ID,1733009572
448,hilton,43.2881,-77.7933,271.99,81,97,7.15,US,1733009573
449,jayapura,-2.5333,140.7,301.81,69,100,1.12,ID,1733009575
450,camrose,53.0168,-112.8353,255.88,73,100,1.49,CA,1733009576
451,eureka,40.8021,-124.1637,286.07,69,79,0.89,US,1733009577
452,ellsworth,44.5434,-68.4195,275.11,76,100,2.06,US,1733009578
453,nar'yan-mar,67.6713,53.087,266.93,86,60,10.6,RU,1733009579
454,lagonegro,40.1283,15.7615,277.08,86,88,3.0,IT,1733009580
455,colares,38.7992,-9.4469,291.67,79,100,5.01,PT,1733009581
456,karratha,-20.7377,116.8463,301.35,65,44,6.17,AU,1733009583
457,bandarbeyla,9.4942,50.8122,298.61,73,37,6.73,SO,1733009584
458,yuzhno-kurilsk,44.0306,145.8556,276.36,68,72,8.91,RU,1733009585
459,as suwayrah,32.9256,44.7758,284.04,41,0,4.61,IQ,1733009586
460,karben,50.2302,8.7716,275.57,91,65,0.86,DE,1733009587
461,seaside,36.6111,-121.8516,294.49,64,0,8.05,US,1733009588
462,ndago,-4.6,34.35,290.49,79,97,0.86,TZ,1733009589
463,bucaramanga,7.1254,-73.1198,296.88,88,75,3.09,CO,1733009591
464,vila franca do campo,37.7167,-25.4333,291.42,99,77,3.36,PT,1733009592
465,kismayo,-0.3582,42.5454,299.99,83,7,3.83,SO,1733009593
466,filingue,14.3521,3.3168,293.35,17,67,4.16,NE,1733009594
467,yarmouth,41.7057,-70.2286,276.46,57,100,9.39,US,1733009595
468,noumea,-22.2763,166.4572,302.59,99,16,7.3,NC,1733009596
469,piti village,13.4626,144.6933,302.76,85,40,5.14,GU,1733009597
470,lubuklinggau,-3.3,102.8667,296.51,89,100,0.5,ID,1733009599
471,keflavik,64.0049,-22.5624,269.39,74,40,14.4,IS,1733009600
472,inongo,-1.95,18.2667,295.05,92,98,1.09,CD,1733009601
473,la passe,45.5549,-0.8967,284.47,85,80,4.9,FR,1733009602
474,east london,-33.0153,27.9116,291.76,80,86,0.85,ZA,1733009603
475,shimoda,34.6667,138.95,285.21,64,6,0.6,JP,1733009604
476,bishkek,42.87,74.59,276.26,88,100,1.85,KG,1733009606
477,mount pleasant,32.7941,-79.8626,280.23,70,0,0.0,US,1733009608
478,port antonio,18.18,-76.4612,298.83,88,29,2.55,JM,1733009609
479,gornozavodsk,58.3758,58.3211,270.25,94,99,4.37,RU,1733009611
480,onguday,50.75,86.15,267.11,96,46,1.12,RU,1733009613
481,amga,60.8953,131.9608,251.85,99,100,1.19,RU,1733009614
482,khenchela,35.4358,7.1433,281.05,86,1,1.03,DZ,1733009615
483,paita,-5.0892,-81.1144,293.61,84,71,7.27,PE,1733009617
484,taoudenni,22.6783,-3.9836,292.18,19,50,4.96,ML,1733009618
485,kasserine,35.1676,8.8365,283.1,91,22,1.75,TN,1733009619
486,ende,-8.8432,121.6623,301.86,69,100,1.36,ID,1733009620
487,rio preto da eva,-2.6994,-59.6997,302.45,39,73,0.82,BR,1733009621
488,pyetrykaw,52.1289,28.4921,274.49,93,80,1.41,BY,1733009625
489,ibshaway,29.358,30.6814,288.02,71,0,4.14,EG,1733009626
490,happy valley-goose bay,53.3168,-60.3315,272.32,86,40,3.6,CA,1733009627
491,turbat,26.0023,63.044,294.2,63,0,1.63,PK,1733009628
492,kavaratti,10.5669,72.642,300.32,71,100,5.83,IN,1733009629
493,as samawah,31.332,45.2944,286.28,46,16,4.5,IQ,1733009630
494,kalush,49.0119,24.3731,275.11,98,82,2.15,UA,1733009632
495,ormara,25.2088,64.6357,299.29,53,0,2.72,PK,1733009633
496,fort stockton,30.894,-102.8793,291.18,26,0,3.6,US,1733009634
497,fuerte olimpo,-21.0415,-57.8738,304.61,49,100,2.28,PY,1733009635
498,cifteler,39.3831,31.0392,275.63,79,36,2.06,TR,1733009636
499,gorodovikovsk,46.0878,41.9335,272.94,88,92,2.83,RU,1733009637
500,barah,13.7,30.3667,289.45,29,2,4.42,SD,1733009639
501,phultala,22.7,89.5167,291.88,65,95,2.23,BD,1733009640
502,maputo,-25.9653,32.5892,293.97,83,0,1.54,MZ,1733009641
503,abengourou,6.7297,-3.4964,293.43,62,6,0.8,CI,1733009642
504,taksimo,56.3444,114.8794,251.22,86,100,3.27,RU,1733009644
505,nizhnyaya tura,58.6293,59.8118,269.52,87,17,3.48,RU,1733009645
506,nova vicosa,-17.8919,-39.3719,298.82,80,85,6.72,BR,1733009646
507,alesund,62.4723,6.1549,284.23,82,100,7.72,NO,1733009647
508,savanna-la-mar,18.219,-78.1332,299.78,89,37,0.9,JM,1733009648
509,fuquay-varina,35.5843,-78.8,276.42,53,3,0.45,US,1733009649
510,klaksvik,62.2266,-6.589,282.31,97,100,16.18,FO,1733009650
511,fort irwin,35.2627,-116.6848,289.89,14,0,2.06,US,1733009651
512,el granada,37.5027,-122.4694,290.47,58,0,2.06,US,1733009652
513,gorna oryahovitsa,43.1278,25.7017,282.73,76,75,7.72,BG,1733009654
514,mansalay,12.5167,121.4,297.61,84,96,4.69,PH,1733009655
515,zouerate,22.7187,-12.4521,294.8,18,100,3.54,MR,1733009656
516,plastun,44.7561,136.2939,267.86,56,0,4.15,RU,1733009657
517,aral,40.5156,81.2636,272.8,43,75,1.75,CN,1733009658
518,humen,22.819,113.6731,289.1,49,63,2.12,CN,1733009659
519,pariaman,-0.619,100.12,296.18,79,81,1.41,ID,1733009660
520,la ronge,55.1001,-105.2842,251.29,84,75,0.0,CA,1733009661
521,geneina,13.45,22.45,289.26,26,2,5.86,SD,1733009663
522,weinstadt-endersbach,48.8131,9.3639,273.83,88,7,1.03,DE,1733009664
523,port augusta,-32.5,137.7667,295.85,35,0,2.38,AU,1733009444
524,cidreira,-30.1811,-50.2056,293.71,83,38,4.66,BR,1733009666
525,oranjemund,-28.55,16.4333,288.55,93,8,7.54,NA,1733009667
526,smithers,54.7804,-127.1743,268.33,86,100,2.06,CA,1733009670
527,jiujiang,29.7333,115.9833,285.32,51,0,1.33,CN,1733009672
528,andreyevo,55.9465,41.1505,272.96,88,100,2.91,RU,1733009673
529,griffith,41.5284,-87.4237,267.35,62,0,5.14,US,1733009674
530,hami,42.8,93.45,269.1,76,100,2.04,CN,1733009675
531,acarau,-2.8856,-40.12,299.7,82,79,7.76,BR,1733009677
532,palmeira,-25.4294,-50.0064,293.31,91,89,4.55,BR,1733009678
533,bei'an,46.4398,126.2373,261.28,92,59,3.67,CN,1733009679
534,alaghsas,17.0187,8.0168,291.7,19,78,6.47,NE,1733009680
535,sandefjord,59.1312,10.2167,282.6,99,100,6.69,NO,1733009681
536,bani walid,31.7566,13.9942,289.09,72,37,4.46,LY,1733009682
537,coquimbo,-29.9533,-71.3436,289.0,73,20,4.63,CL,1733009519
538,alamogordo,32.8995,-105.9603,288.74,14,0,3.09,US,1733009684
539,port saint john's,-31.6229,29.5448,291.65,92,32,1.07,ZA,1733009656
540,qamdo,31.1667,97.2333,265.16,51,16,0.54,CN,1733009687
541,glen innes,-29.7333,151.7333,295.09,67,78,3.83,AU,1733009688
542,carutapera,-1.195,-46.02,299.69,79,15,3.36,BR,1733009689
543,gaalkacyo,6.7697,47.4308,296.21,51,41,2.72,SO,1733009690
544,pacific grove,36.6177,-121.9166,294.21,67,0,8.49,US,1733009591
545,glendive,47.1053,-104.7125,263.94,85,100,3.6,US,1733009693
546,berdigestyakh,62.0989,126.6992,249.9,96,100,3.06,RU,1733009695
547,pontes e lacerda,-15.2261,-59.3353,296.83,95,100,1.08,BR,1733009697
548,olyokminsk,60.3736,120.4264,250.34,93,100,2.38,RU,1733009698
549,veraval,20.9,70.3667,293.62,39,3,5.6,IN,1733009699
550,atherton,53.5237,-2.4935,287.2,93,89,2.24,GB,1733009700
551,nuuk,64.1835,-51.7216,271.49,59,100,5.66,GL,1733009701
552,mabaruma,8.2,-59.7833,296.72,98,3,1.19,GY,1733009702
553,wau,7.7029,27.9953,295.46,31,41,2.06,SS,1733009704
554,birnin kudu,11.4459,9.4984,291.84,27,79,3.06,NG,1733009705
555,pandan,14.0453,124.1694,298.84,98,100,10.31,PH,1733009706
556,pasni,25.2631,63.471,294.91,58,0,1.57,PK,1733009707
557,kuala belait,4.5833,114.1833,298.92,82,100,1.21,BN,1733009708
558,sarina,-21.4333,149.2167,303.3,1,28,2.27,AU,1733009710
559,soio,-6.1349,12.3689,299.4,82,100,3.66,AO,1733009711
560,sefwi wiawso,6.2044,-2.4886,294.58,84,22,0.73,GH,1733009712
561,mukachevo,48.4419,22.7179,277.27,83,6,1.94,UA,1733009713
562,tabou,4.423,-7.3528,297.78,91,1,1.03,CI,1733009714
563,sinan,34.8262,126.1086,284.85,59,100,3.29,KR,1733009715
564,kilindoni,-7.9139,39.6668,297.67,86,100,5.81,TZ,1733009716
565,cidade velha,14.9167,-23.6167,297.41,83,0,6.17,CV,1733009718
566,touros,-5.1989,-35.4608,298.39,77,45,4.72,BR,1733009719
567,trairi,-3.2778,-39.2689,299.41,80,27,5.22,BR,1733009532
568,kudahuvadhoo,2.6708,72.8944,301.04,69,50,8.96,MV,1733009721
569,monrovia,6.3005,-10.7969,299.83,81,19,2.2,LR,1733009722
570,richfield,44.8833,-93.283,263.47,60,0,6.69,US,1733009613
